SocketUnit,,SocketUnit,,,,,,,,,0,,
&Beenden,,E&xit,,,,,,,,,0,,
DFÜ-Verbindungen,,DUN,,,,,,,,,0,,
Erlaube eingehende &Anrufe,,Allow incoming calls,,,,,,,,,0,,
Akustisches S&ignal bei eingehenden Anrufen,,Ring at incoming call,,,,,,,,,0,,
Erlaube ausgehende &Rufe,,Allow outgoing calls,,,,,,,,,0,,
Nur Rufe aus der IP-&Liste annehmen,,Accept only calls in IP-list,,,,,,,,,0,,
Erwartete Bitrate:,,Expected bitrate:,,,,,,,,,0,,
Sync-Wiederholzeit:,,Sync repeat time:,,,,,,,,,0,,
Sekunden,,seconds,,,,,,,,,0,,
Gegenstationsliste &übernehmen,,Adopt host list,,,,,,,,,0,,
,,,,,,,,,,,0,,
Benutzername:,,Username:,,,,,,,,,0,,
Verbindungsname:,,DUN-name:,,,,,,,,,0,,
Rufnummer:,,Call number:,,,,,,,,,0,,
herstellen über:,,Establish via:,,,,,,,,,0,,
Passwort:,,Password:,,,,,,,,,0,,
&Neu,,New,,,,,,,,,0,,
L&öschen,,Delete,,,,,,,,,0,,
&Details,,Details,,,,,,,,,0,,
vorhandene Einträge,,available entries,,,,,,,,,0,,
Reinitialisieren,,Reinitialize,,,,,,,,,0,,
Rü&ckgängig,,Undo,,,,,,,,,0,,
&Speichern,,Store,,,,,,,,,0,,
Netzwerkdetails,,Networkdetails,,,,,,,,,0,,
Netzwerkdetails,,Networkdetails,,,,,,,,,0,,
&OK,,OK,,,,,,,,,0,,
,,,,,,,,,,,0,,
,,,,,,,,,,,0,,
,,,,,,,,,,,0,,
,,,,,,,,,,,0,,
,,,,,,,,,,,0,,
Gesamtbitrate:,,Total bitrate:,,,,,,,,,0,,
Input:,,Input:,,,,,,,,,0,,
Output:,,Output:,,,,,,,,,0,,
Audio:,,Audio:,,,,,,,,,0,,
Database:,,Database:,,,,,,,,,0,,
Verbindung zu:,,Connection to:,,,,,,,,,0,,
0 kBit/s,,0 kBit/s,,,,,,,,,0,,
0 kBit/s,,0 kBit/s,,,,,,,,,0,,
0 kBit/s,,0 kBit/s,,,,,,,,,0,,
0 kBit/s,,0 kBit/s,,,,,,,,,0,,
0 kBit/s,,0 kBit/s,,,,,,,,,0,,
&Verbindung beenden,,Close connection,,,,,,,,,0,,
Eigenschaften,,Properties,,,,,,,,,0,,
lokale IP-Adresse:,,Local IP address:,,,,,,,,,0,,
Remote-IP-Adresse:,,Remote IP address:,,,,,,,,,0,,
0.0.0.0,,0.0.0.0,,,,,,,,,0,,
0.0.0.0,,0.0.0.0,,,,,,,,,0,,
Verbindungstyp:,,Connection type:,,,,,,,,,0,,
-,,-,,,,,,,,,0,,
maximale Bitrate:,,maximum bitrate:,,,,,,,,,0,,
0 kBit/s,,0 kBit/s,,,,,,,,,0,,
Inf&o über...,,&About...,,,,,,,,,0,,
Alle &Verbindungen abbauen,,&Close all connections,,,,,,,,,0,,
&Beenden,,E&xit,,,,,,,,,0,,
Inf&o über NetUnit...,,About NetUnit...,,,,,,,,,0,,
Keine Synchronisation innerhalb von %d Sekunden. Die Verbindung zu %s wird getrennt.,,No synchronization in %d seconds. Connection to %s was closed.,,,,,,,,,0,,
Ausgehender Ruf ist nicht erlaubt.,,Outgoing call is not allowed.,,,,,,,,,0,,
"Routing Verbindung fehlgeschlagen, das gerufene\nSystem ist  nicht als Router konfiguriert.",,Routing connection failed. The called host is not configured as router.,,,,,,,,,0,,
Eingehender Anruf von %s (%s).,,Incoming call from %s (%s).,,,,,,,,,0,,
Verbindung zu %s (%s) hergestellt.,,Connection to %s (%s) established.,,,,,,,,,0,,
Schließe ausgehenden Anruf zu %s (%s).,,Close outgoing call to %s (%s).,,,,,,,,,0,,
Schließe eingehenden Anruf von %s (%s).,,Close incoming call from %s (%s).,,,,,,,,,0,,
Verweigere eingehenden Anruf von %s (%s).,,Reject incoming call from %s (%s).,,,,,,,,,0,,
Verweigere ausgehenden Anruf zu %s.,,Reject outgoing call to %s.,,,,,,,,,0,,
Fenster geleert,,Window empty.,,,,,,,,,0,,
Interner Fehler (code 114).,,Internal error (code 114).,,,,,,,,,0,,
%s (%s) antwortet nicht.,,%s (%s) does not answer.,,,,,,,,,0,,
Unbekannter Hostname,,Unknown hostname,,,,,,,,,0,,
"Keine Berechtigung, Zugriff verweigert",,"Invalid permission, access denied",,,,,,,,,0,,
Es müssen alle DFÜ-Felder ausgefüllt werden.,,The DUN form has to be filled out completely.,,,,,,,,,0,,
Der Verbindungsname ist bereits vorhanden.,,DUN name already exists.,,,,,,,,,0,,
Ungültiger Verbindungsname!,,Invalid DUN name!,,,,,,,,,0,,
Soll die neue DFÜ-Verbindung verworfen werden?,,Discard DUN entry?,,,,,,,,,0,,
DFÜ-Verbindung konnte nicht erstellt bzw. geändert werden.,,DUN entry cannot be created or changed.,,,,,,,,,0,,
Sollen die Änderungen verworfen werden?,,Discard changes?,,,,,,,,,0,,
Änderungen übernehmen?,,Adopt changes?,,,,,,,,,0,,
Neue DFÜ-Verbindung,,New DUN entry,,,,,,,,,0,,
&Datei,,&File,,,,,,,,,0,,
Inf&o über...,,&About...,,,,,,,,,0,,
Einstellungen...,,&Settings...,,,,,,,,,0,,
Alle &Verbindungen abbauen,,&Close all connections,,,,,,,,,0,,
&Beenden,,E&xit,,,,,,,,,0,,
